title,authors,abstract,authors_trans,sbstract_stans
"Authors:Raphael Brinster, Stefan Forste, Yannic Kruse, Saurabh Natu",Title:Measurement and Teleportation in the cSYK/JT Correspondence,"Abstract:We consider two complex SYK models entangled in a thermofield double (TFD) state and investigate the effect of one-sided projective measurements. As measurement operator we choose single site charge operators. Performing a measurement results in a non-zero $U(1)$ charge. The entropy curve differs from the previously studied SYK model due to a thermodynamic phase transition that takes place after a certain charge is reached. We also match our results to a dual bulk description. Finally, a teleportation protocol is provided to support the notion of a traversable wormhole being formed.    ",タイトル：CSYK/JT通信における測定とテレポーテーション,要約：Thermofield Double（TFD）状態に絡み合った2つの複雑なSYKモデルを検討し、片側射影測定の効果を調査します。測定オペレーターとして、単一のサイトチャージオペレーターを選択します。測定を実行すると、ゼロ以外の$ u（1）$充電が行われます。エントロピー曲線は、特定の電荷に達した後に発生する熱力学的位相遷移により、以前に調査したSYKモデルとは異なります。また、結果をデュアルバルク説明に一致させます。最後に、形成されている横断可能なワームホールの概念をサポートするために、テレポーテーションプロトコルが提供されます。
"Authors:Philipp Koller, Thomas Astner, Benedikt Tissot, Guido Burkard, Michael Trupke",Title:Strain-enabled control of the vanadium qudit in silicon carbide,"Abstract:Vanadium in silicon carbide is a promising spin photon interface candidate with optical transitions in the telecom range and a long lived electron spin, hosted in an advanced semiconductor platform. In this detailed investigation of the defect's 16-dimensional ground state spin manifold at millikelvin temperatures, a wide range of previously unreported transitions are observed which are accurately described using a theoretical model that includes strain. Using a superconducting microcoil we achieve Rabi frequencies exceeding 20 MHz and perform the first coherent manipulation of a direct hyperfine transition. These insights further underscore the defect's potential for strain engineering and sensing, as well as for fault-tolerant qudit encoding.    ",タイトル：炭化シリコンのバナジウムquditのひずみ対応制御,要約：炭化シリコンのバナジウムは、高度な半導体プラットフォームでホストされているテレコム範囲の光学遷移と長生きの電子スピンを備えた有望なスピン光子インターフェイス候補です。ミリケルビン温度での欠陥の16次元基底状態のスピンマニホールドのこの詳細な調査では、株を含む理論モデルを使用して正確に記述された、以前に報告されていない広範囲にわたる遷移が観察されます。超伝導マイクロコイルを使用して、20 MHzを超えるRABI周波数を達成し、直接的なハイパーファイン遷移の最初のコヒーレント操作を実行します。これらの洞察は、困難に耐えるQuditエンコードだけでなく、ひずみ工学とセンシングの欠陥の可能性をさらに強調しています。
"Authors:Nikolai Wyderka, Giovanni Chesi, Hermann Kampermann, Chiara Macchiavello, Dagmar Bruß",Title:High-dimensional quantum key distribution rates for multiple measurement bases,"Abstract:We investigate the advantages of high-dimensional encoding for a quantum key distribution protocol. In particular, we address a BBM92-like protocol where the dimension of the systems can be larger than two and more than two mutually unbiased bases (MUBs) can be employed. Indeed, it is known that, for a system whose dimension $d$ is a prime or the power of a prime, up to $d+1$ MUBs can be found. We derive an analytic expression for the asymptotic key rate when $d+1$ MUBs are exploited and show the effects of using different numbers of MUBs on the performance of the protocol. Then, we move to the non-asymptotic case and optimize the finite key rate against collective and coherent attacks for generic dimension of the systems and all possible numbers of MUBs. In the finite-key scenario, we find that, if the number of rounds is small enough, the highest key rate is obtained by exploiting three MUBs, instead of $d+1$ as one may expect.    ",タイトル：複数の測定ベースの高次元量子キー分布レート,要約：量子キー分布プロトコルの高次元エンコーディングの利点を調査します。特に、システムの次元が2つ以上大きくなり、相互に偏りのない2つ以上の塩基（MUB）を使用できるBBM92様のプロトコルに対処します。確かに、次元$ d $がプライムまたはプライムの力であるシステムの場合、最大$ d+1 $マブが見つかることが知られています。$ d+1 $ MUBが悪用されている場合、漸近キーレートの分析式を導き出し、プロトコルのパフォーマンスに異なる数のマブを使用する効果を示します。次に、非症状のケースに移動し、システムの一般的な次元とすべての可能な数のMUBのために、集合的およびコヒーレントな攻撃に対する有限キーレートを最適化します。有限キーシナリオでは、ラウンド数が十分に少ない場合、予想される$ d+1 $の代わりに、3つのマブを悪用することで最高のキーレートが得られることがわかります。
"Authors:Yui Muto, Michael R. Zielewski, Motoya Shinozaki, Kosuke Noro, Tomohiro Otsuka",Title:Automatic detection of single-electron regime of quantum dots and definition of virtual gates using U-Net and clustering,"Abstract:To realize practical quantum computers, a large number of quantum bits (qubits) will be required. Semiconductor spin qubits offer advantages such as high scalability and compatibility with existing semiconductor technologies. However, as the number of qubits increases, manual qubit tuning becomes infeasible, motivating automated tuning approaches. In this study, we use U-Net, a neural network method for object detection, to identify charge transition lines in experimental charge stability diagrams. The extracted charge transition lines are analyzed using the Hough transform to determine their positions and angles. Based on this analysis, we obtain the transformation matrix to virtual gates. Furthermore, we identify the single-electron regime by clustering the Hough transform outputs. We also show the single-electron regime within the virtual gate space. These sequential processes are performed automatically. This approach will advance automated control technologies for large-scale quantum devices.    ",タイトル：量子ドットの単一電子レジームの自動検出と、U-NETとクラスタリングを使用した仮想ゲートの定義,要約：実用的な量子コンピューターを実現するには、多数の量子ビット（Qubits）が必要になります。半導体スピンキビットは、高いスケーラビリティや既存の半導体技術との互換性などの利点を提供します。ただし、キュービットの数が増えると、手動のキュービットチューニングが実行不可能になり、自動チューニングアプローチが動機付けられます。この研究では、オブジェクト検出のニューラルネットワーク法であるu-netを使用して、実験的な電荷安定性図の電荷遷移線を識別します。抽出された電荷遷移線は、Hough変換を使用して分析され、位置と角度を決定します。この分析に基づいて、仮想ゲートへの変換マトリックスを取得します。さらに、Hough変換出力をクラスタリングすることにより、単一電子レジームを特定します。また、仮想ゲートスペース内の単一電子領域も示します。これらのシーケンシャルプロセスは自動的に実行されます。このアプローチは、大規模な量子デバイスの自動制御技術を前進させます。
"Authors:Baptiste Claudon, Jean-Philip Piquemal, Pierre Monmarché",Title:Quantum Speedup for Nonreversible Markov Chains,"Abstract:Quantum algorithms can potentially solve a handful of problems more efficiently than their classical counterparts. In that context, it has been discussed that Markov chains problems could be solved significantly faster using quantum computing. Indeed, previous work suggests that quantum computers could accelerate sampling from the stationary distribution of reversible Markov chains. However, in practice, certain physical processes of interest are nonreversible in the probabilistic sense and reversible Markov chains can sometimes be replaced by more efficient nonreversible chains targeting the same stationary distribution. This study uses modern quantum algorithmic techniques and Markov chain theory to sample from the stationary distribution of nonreversible Markov chains with faster worst-case runtime and without requiring the stationary distribution to be computed up to a multiplicative constant. Such an up-to-exponential quantum speedup goes beyond the predicted quadratic quantum acceleration for reversible chains and is likely to have a decisive impact on many applications ranging from statistics and machine learning to computational modeling in physics, chemistry, biology and finance.    ",タイトル：非反転マルコフチェーンの量子スピードアップ,要約：量子アルゴリズムは、古典的なカウンターパートよりも効率的に少数の問題を解決する可能性があります。その文脈では、マルコフチェーンの問題は量子コンピューティングを使用して大幅に速く解決できると議論されています。実際、以前の研究では、量子コンピューターが可逆的なマルコフチェーンの固定分布からサンプリングを加速できることが示唆されています。ただし、実際には、特定の物理的な関心プロセスは確率的な意味では反転できず、可逆的なマルコフチェーンは、同じ固定分布を標的とするより効率的な非反転チェーンに置き換えることがあります。この研究では、最新の量子アルゴリズム技術とマルコフ連鎖理論を使用して、最悪のケースのランタイムを備えた非反転マルコフチェーンの固定分布からサンプリングし、静止分布を乗算定数まで計算する必要はありません。このような最新の量子速度は、可逆鎖の予測される二次量子加速を超えており、統計や機械学習から物理学、化学、生物学、金融の計算モデリングに至るまで、多くのアプリケーションに決定的な影響を与える可能性があります。
Authors:Mourad Halla,Title:Modified Conjugate Quantum Natural Gradient,"Abstract:The efficient optimization of variational quantum algorithms (VQAs) is critical for their successful application in quantum computing. The Quantum Natural Gradient (QNG) method, which leverages the geometry of quantum state space, has demonstrated improved convergence compared to standard gradient descent [Quantum 4, 269 (2020)]. In this work, we introduce the Modified Conjugate Quantum Natural Gradient (CQNG), an optimization algorithm that integrates QNG with principles from the nonlinear conjugate gradient method. Unlike QNG, which employs a fixed learning rate, CQNG dynamically adjusts hyperparameters at each step, enhancing both efficiency and flexibility. Numerical simulations show that CQNG achieves faster convergence than QNG across various optimization scenarios, even when strict conjugacy conditions are not always satisfied -- hence the term ``Modified Conjugate.'' These results highlight CQNG as a promising optimization technique for improving the performance of VQAs.    ",タイトル：修正されたコンジュゲート量子ナチュラルグラジエント,要約：分散量子アルゴリズム（VQA）の効率的な最適化は、量子コンピューティングのアプリケーションを成功させるために重要です。量子状態空間のジオメトリを活用する量子天然勾配（QNG）法は、標準勾配降下と比較して収束の改善を実証しました[Quantum 4、269（2020）]。この作業では、QNGを非線形コンジュゲート勾配法の原理と統合する最適化アルゴリズムである修正コンジュゲート量子天然勾配（CQNG）を紹介します。固定学習率を使用するQNGとは異なり、CQNGは各ステップでハイパーパラメーターを動的に調整し、効率と柔軟性の両方を向上させます。数値シミュレーションは、CQNGがさまざまな最適化シナリオにわたってQNGよりも速い収束を達成することを示しています。これは、厳格なコンジュガシーの条件が常に満たされていない場合でも、「修正されたコンジュゲート」という用語です。これらの結果は、CQNGを強調しています。vqas。
"Authors:Arindam Dutta, Subhashish Banerjee, Anirban Pathak",Title:Satellite-based communication for phase-matching measurement-device-independent quantum key distribution,"Abstract:This study investigates the feasibility of the phase-matching measurement-device-independent quantum key distribution (PM-MDI QKD) protocol proposed by Lin and Lütkenhaus for satellite-based quantum communication. The protocol's key rate, known to exceed the repeaterless bound, is evaluated in the asymptotic limit under noisy conditions typical of satellite communications, including loss-only scenarios. The setup involves two ground-based parties connected via fiber (lossonly or noisy) and a space-based third party linked to one of these two ground-based parties through free-space communication. Simulations using the elliptic-beam approximation model the average key rate (AKR) and its probability distribution (PDR) across varying zenith angles and fiber distances. Down-link free-space communication is assessed under day and night conditions, with intensity optimization for each graphical point. Dynamic configurations of satellite and ground stations are also considered. Results indicate that AKR decays more slowly under loss-only conditions, while PDR analysis shows higher key rates produce more concentrated distributions. These findings demonstrate the potential of PM-MDI QKD protocols for achieving reliable key rates in satellitebased quantum communication.    ",タイトル：位相測定測定値と非依存の量子キー分布のための衛星ベースの通信,要約：この研究では、衛星ベースの量子通信のためにLINとリュートケンハウスが提案した位相測定測定測定と非依存の量子キー分布（PM-MDI QKD）プロトコルの実現可能性を調査します。リピーターレスの境界を超えることが知られているプロトコルの重要なレートは、損失のみのシナリオを含む衛星通信に典型的な騒々しい条件下で漸近制限で評価されます。セットアップには、繊維（損失または騒々しい）を介して接続された2つの地上ベースのパーティーと、自由空間通信を通じてこれら2つの地上ベースのパーティーのいずれかにリンクされた宇宙ベースのサードパーティが含まれます。楕円ビーム近似モデルを使用したシミュレーションは、さまざまな天頂角と繊維距離にわたる平均キーレート（AKR）とその確率分布（PDR）を使用します。ダウンリンクフリースペース通信は、各グラフィカルポイントの強度最適化により、昼夜の条件下で評価されます。衛星ステーションとグラウンドステーションの動的な構成も考慮されます。結果は、損失のみの条件下でAKRがよりゆっくり減衰することを示していますが、PDR分析では、より高いキーレートがより集中した分布を生成することが示されています。これらの調査結果は、衛星ベースの量子通信で信頼できるキーレートを達成するためのPM-MDI QKDプロトコルの可能性を示しています。
"Authors:John W. Rosenberg, Martín Kuffer, Inbar Zohar, Rainer Stöhr, Andrej Denisenko, Analia Zwick, Gonzalo A. Álvarez, Amit Finkler",Title:Witnessing non-stationary and non-Markovian environments with a quantum sensor,"Abstract:Quantum sensors offer exceptional sensitivity to nanoscale magnetic field fluctuations, where non-stationary effects such as spin diffusion and non-Markovian dynamics arising from coupling to few environmental degrees of freedom play critical roles. Here, we demonstrate how quantum sensors can characterize the statistical properties of noise sources, distinguishing between stationary and non-stationary behaviors, as well as Markovian and non-Markovian dynamics. Using nitrogen-vacancy (NV) centers in diamond as a platform, we develop a physical noise model that analytically predicts Ramsey decay curves under different noise regimes. These predictions are experimentally validated by measuring Ramsey decay for NV centers subject to injected noise of each type. Our results showcase the capability of quantum sensors to unravel complex noise behaviors induced by nanoscale environments, shedding light on their physical origins and guiding the development of strategies to mitigate decoherence. This work deepens our understanding of noise dynamics at the nanoscale and lays the foundation for enhancing the performance and robustness of quantum technologies.    ",タイトル：量子センサーを備えた非定常および非マルコビアン環境を目撃します,要約：量子センサーは、カップリングから生じるスピン拡散や非マルコビアンダイナミクスなどの非定常効果や、環境程度の少数の自由度に起因する非定常的な効果に、ナノスケールの磁場変動に対して例外的な感度を提供します。ここでは、量子センサーがノイズ源の統計的特性をどのように特徴付けることができるかを示します。これは、静止した行動と非定常行動、およびマルコフと非マルコビアンのダイナミクスを区別します。プラットフォームとしてダイヤモンド内の窒素波動（NV）中心を使用して、さまざまなノイズレジームでラムジーの減衰曲線を分析的に予測する物理ノイズモデルを開発します。これらの予測は、各タイプの注入されたノイズを服用するNVセンターのRamsey減衰を測定することにより、実験的に検証されます。私たちの結果は、ナノスケールの環境によって誘発される複雑なノイズの動作を解き放つための量子センサーの能力を示し、その物理的起源に光を当て、デコヒェを緩和するための戦略の開発を導きます。この作業は、ナノスケールでのノイズダイナミクスの理解を深め、量子技術のパフォーマンスと堅牢性を高めるための基礎を築きます。
Authors:Leonardo Santilli,Title:Large $N$ limits of supersymmetric quantum field theories: A pedagogical overview,"Abstract:The different large $N$ limits of supersymmetric quantum field theories in three, four, and five dimensions are reviewed. We distinguish between the planar limit of SQCD theories, the M-theory limit suited in three and five dimensions, and the long quiver limit. The method to solve exactly the sphere partition functions in each type of limit is spelled out in a pedagogical way. After a comprehensive general treatment of the saddle point approximation in the large $N$ limit, we present an extensive list of examples and detail the calculations. The scope of this overview is to provide an entry-level, computation-oriented understanding of the techniques featured in the field theory side of the AdS/CFT correspondence.    ",タイトル：SuperSymmetric量子フィールド理論の大きな$ n $制限：教育学的概要,要約：3、4、および5つの次元の超対称量子フィールド理論のさまざまな大きな$ n $制限がレビューされています。SQCD理論の平面制限、3次元と5つの次元で適したM理論の制限、および長い震え制限を区別します。各タイプの制限で球分割関数を正確に解く方法は、教育学的な方法で綴られています。大きな$ n $制限のサドルポイント近似の包括的な一般的な処理の後、例の広範なリストと計算の詳細を示します。この概要の範囲は、ADS/CFT対応のフィールド理論側で紹介されている技術のエントリーレベルの計算指向の理解を提供することです。
"Authors:Zhi Cheng, Zhou Zhou, Zhuo Wang, Yue Wang, Changyuan Yu",Title:Flexible Full-Stokes Polarization Engineering by Disorder-Scrambled Metasurfaces,"Abstract:Abstract: The ability to arbitrarily and flexibly control the polarization of light, including both the state of polarization (SoP) and the degree of polarization (DoP), is highly important for quantum optics, polarization imaging, and coherent optical communications. Although metasurfaces have shown promise in polarization control, the few studies focusing on the DoP often lack flexibility in manipulation. Here, we propose a novel approach using a disordered metasurface to flexibly convert natural light into partially polarized light, enabling independent and flexible control over all Stokes parameters. The metasurface is composed of two types of meta-atoms, uniformly distributed with specific quantity ratios, decoupling the design parameters in the process of polarization control, and allowing a one-to-one correspondence between metasurface and polarization spaces. The azimuthal and elevation angles of the SoP on the Poincaré sphere are independently controlled by the meta-atom rotation and size, while the DoP is governed by the quantity ratio. A developed algorithm determines the disordered metasurface arrangement, with theoretical calculations showing an average error of less than 3° for both the azimuthal and elevation angles and a control accuracy of \pm 0.05 for the DoP.    ",タイトル：障害分割されたメタサーフェスによる柔軟なフルストークス偏光工学,要約：要約：偏光状態（SOP）と偏光の程度（DOP）の両方を含む光の偏光をarbitrarily意的かつ柔軟に制御する能力は、量子光学、偏光イメージング、およびコヒーレント光学通信にとって非常に重要です。メタサーフェスは偏光制御に有望を示していますが、DOPに焦点を当てたいくつかの研究には、しばしば操作の柔軟性がありません。ここでは、障害のあるメタワースを使用した新しいアプローチを提案して、自然光を部分的に偏光に柔軟に変換し、すべてのストークスパラメーターを独立した柔軟な制御を可能にします。メタサーフェスは、2種類のメタ原子で構成され、特定の量比で均一に分布し、偏光制御のプロセスで設計パラメーターを分離し、メタトラスと偏光空間の間に1対1の対応を可能にします。ポアンカレ球上のSOPの方位角および標高は、メタ原子の回転とサイズによって独立して制御されますが、DOPは数量比で支配されます。開発されたアルゴリズムは、障害のあるメタストール配置を決定します。理論計算は、方位角と上昇角の両方で3°未満の平均誤差と、DOPの\ PM 0.05の制御精度を示しています。
"Authors:Gordon H.Y. Li, Midya Parto, Jinhao Ge, Qing-Xin Ji, Maodong Gao, Yan Yu, James Williams, Robert M. Gray, Christian R. Leefmans, Nicolas Englebert, Kerry J. Vahala, Alireza Marandi",Title:All-optical computing with beyond 100-GHz clock rates,"Abstract:A computer's clock rate ultimately determines the minimum time between sequential operations or instructions. Despite exponential advances in electronic computer performance owing to Moore's Law and increasingly parallel system architectures, computer clock rates have remained stagnant at $\sim5~\mathrm{GHz}$ for almost two decades. This poses an intractable problem for applications requiring real-time processing or control of ultrafast information systems. Here we break this barrier by proposing and experimentally demonstrating computing based on an end-to-end and all-optical recurrent neural network harnessing the ultrafast nature of linear and nonlinear optical operations while avoiding electronic operations. The all-optical computer realizes linear operations, nonlinear functions, and memory entirely in the optical domain with $>100~\mathrm{GHz}$ clock rates. We experimentally demonstrate a prototypical task of noisy waveform classification as well as perform ultrafast in-situ analysis of the soliton states from integrated optical microresonators. We further illustrate the application of the architecture for generative artificial intelligence based on quantum fluctuations to generate images even in the absence of input optical signals. Our results highlight the potential of all-optical computing beyond what can be achieved with digital electronics by utilizing ultrafast linear, nonlinear, and memory functions and quantum fluctuations.    ",タイトル：100 GHzを超えるクロックレートを備えたすべての光学コンピューティング,要約：コンピューターのクロックレートは、最終的に順次操作または命令の間の最小時間を決定します。ムーアの法律とますます並行するシステムアーキテクチャにより、電子コンピューターのパフォーマンスの指数関数的な進歩にもかかわらず、コンピュータークロックレートは$ \ sim5〜 \ mathrm {ghz} $でほぼ20年にわたって停滞しています。これは、超高速情報システムのリアルタイム処理または制御を必要とするアプリケーションに扱いにくい問題をもたらします。ここでは、電子操作を回避しながら線形および非線形の光学操作の超高速性を活用するエンドツーエンドおよびオールエンドの再発性ニューラルネットワークに基づいてコンピューティングを提案および実証することにより、この障壁を破ります。オールオプティカルコンピューターは、$> 100〜 \ mathrm {ghz} $クロックレートで、光領域で完全に線形操作、非線形関数、およびメモリを実現します。騒々しい波形分類のプロトタイプのタスクを実験的に実証し、統合された光学マイクロソネーターからのソリトン状態の超高速のin-situ分析を実行します。さらに、入力光信号がない場合でも画像を生成する量子変動に基づいて生成人工知能のためのアーキテクチャの適用を説明します。私たちの結果は、超高速線形、非線形、およびメモリ関数と量子変動を利用することにより、デジタルエレクトロニクスで達成できるものを超えて、オールオプティカルコンピューティングの可能性を強調しています。
"Authors:Andrea Brini, Jingxiang Ma, Ian A. B. Strachan",Title:Dubrovin duality and mirror symmetry for ADE resolutions,"Abstract:We show that, under Dubrovin's notion of ''almost'' duality, the Frobenius manifold structure on the orbit spaces of the extended affine Weyl groups of type $\mathrm{ADE}$ is dual, for suitable choices of weight markings, to the equivariant quantum cohomology of the minimal resolution of the du Val singularity of the same Dynkin type. We also provide a uniform Lie-theoretic construction of Landau-Ginzburg mirrors for the quantum cohomology of $\mathrm{ADE}$ resolutions. The mirror B-model is described by a one-dimensional LG superpotential associated to the spectral curve of the $\widehat{\mathrm{ADE}}$ affine relativistic Toda chain.    ",タイトル：Dubrovinの二重性とADE解像度のミラー対称性,要約：Dubrovinの「ほぼ」の二重性という概念の下で、重量マーキングの適切な選択肢のために、$ \ mathrm {ade} $の拡張されたアフィンweylグループの軌道スペースのフロベニウスマニホールド構造はデュアルであることを示しています。同じダイナキンタイプのデュバル特異点の最小分解能の等衛生量子コホモロジーに。また、$ \ mathrm {ade} $ resolutionsの量子コホモロジーのために、ランダウ・ジンズブルク鏡の均一な嘘理論構造を提供します。ミラーBモデルは、$ \ widehat {\ mathrm {ade}} $ affine relativistic todaチェーンのスペクトル曲線に関連付けられた1次元LG超ポテンシャルによって記述されています。
"Authors:Manuel Araújo, Jin-Cheng Guu, Skyler Hudson",Title:Skein Construction of Balanced Tensor Products,"Abstract:The theory of tensor categories has found applications across various fields, including representation theory, quantum field theory (conformal in 2 dimensions, and topological in 3 and 4 dimensions), quantum invariants of low-dimensional objects, topological phases of matter, and topological quantum computation. In essence, it is a categorification of the classical theory of algebras and modules. In this analogy, the Deligne tensor product $\boxtimes$ is to the linear tensor $\otimes_{\mathbb{C}}$ as the balanced tensor product $\boxtimes_C$ is to the tensor over algebra $\otimes_A$, where $\mathbb{C}$ is a field, $A$ is a $\mathbb{C}$-algebra, and $C$ is a tensor category.Before this work, several algebraic constructions for balanced tensor products were known, including categories of modules, internal Hom spaces, and generalized categorical centers. In this paper, we introduce a topological construction based on skein theory that offers a better mix of algebra and topology. This approach not only works for products of multiple module categories, but also provides the missing key to proving that the Turaev-Viro state sum model naturally arises from the 3-functor in the classification of fully extended field theories. Building on this result, we establish this long-anticipated proof in an upcoming work.    ",タイトル：バランスの取れたテンソル製品のスキン構造,要約：テンソルカテゴリの理論では、表現理論、量子フィールド理論（2次元の適合性、3次元と4次元でのトポロジー）、低次元オブジェクトの量子不変剤、物質のトポロジーフェーズ、およびトポロジーフェーズ、およびその他のさまざまな分野でアプリケーションを発見しました。トポロジカル量子計算。本質的に、それは代数とモジュールの古典理論の分類です。このアナロジーでは、deligneテンソル製品$ \ boxtimes $は、線形テンソル$ \ otimes _ {\ mathbb {c}} $になります。\ mathbb {c} $はフィールドであり、$ a $は$ \ mathbb {c} $ -algebra、$ c $はテンソルカテゴリです。モジュール、内部HOMスペース、および一般化されたカテゴリセンターの。この論文では、代数とトポロジーのより良い組み合わせを提供するSkein理論に基づいたトポロジ構造を紹介します。このアプローチは、複数のモジュールカテゴリの製品に対して機能するだけでなく、完全に拡張されたフィールド理論の分類において3ファクターから自然に生じることを証明するための欠落している鍵も提供します。この結果に基づいて、私たちは今後の作品でこの長年の予定の証拠を確立します。
"Authors:Xinyu Zhu, Meng Sun",Title:Bogolon mediated light absorption in multi-component BEC with $Z_2$ symmetry,"Abstract:We investigate the light absorption process in a coherently coupled two-component Bose-Einstein condensate model with $\mathbb{Z}_2$ symmetry in different dimensionality at zero temperature. As the analogue of phonon in the solid state physics, the elementary excitation of the Bose-Einstein condensate is described by Bogoliubov quasiparticle or bogolon for short. Due to the small magnitude of the sound velocity of the bogolon, the light absorption process is prohibited by the conservation of energy and momentum. To surmount this depression, the additional degree of freedom must be considered inside of the simple Bose gas model. In this article, we develop a microscopical theory of electromagnetic power absorption by a two-component Bose-Einstein condensate and investigate the absorption rate dependence in different dimensions. Our calculation shows the possibility of manipulating the absorption property by tuning the parameters of the condensates.    ",タイトル：$ Z_2 $ symmetryを使用したマルチコンポーネントBECのボゴロン媒介光吸収,要約：ゼロ温度で異なる次元の$ \ mathbb {z} _2 $対称性を使用して、コヒーレント結合した2コンポーネントのボーズエインシュタイン凝縮モデルの光吸収プロセスを調査します。固体物理学におけるフォノンの類似体として、ボーズアインシュタイン凝縮液の基本的な励起は、ボゴリューボフ準粒子またはボゴロンによって略して記述されています。ボゴロンの音速の大きさはわずかであるため、光吸収プロセスはエネルギーと運動量の保存によって禁止されています。このうつ病を乗り越えるには、単純なボーズガスモデル内で、追加の自由度を考慮する必要があります。この記事では、2成分ボーズエインシュタイン凝縮による電磁電力吸収の顕微鏡理論を開発し、異なる次元での吸収速度依存性を調査します。私たちの計算は、凝縮物のパラメーターを調整することにより、吸収特性を操作する可能性を示しています。
"Authors:Alberto Roper Pol, Antonino Salvino Midiri",Title:Relativistic magnetohydrodynamics in the early Universe,"Abstract:We review the conservation laws of magnetohydrodynamics (MHD) in an expanding homogeneous and isotropic Universe that can be applied to the study of early Universe physics during the epoch of radiation domination. The conservation laws for a conducting perfect fluid with relativistic bulk velocities in an expanding background are presented, extending previous results that apply in the limit of subrelativistic bulk motion. Furthermore, it is shown that the subrelativistic limit presents new corrections that have not been considered in previous work. Imperfect relativistic fluids are briefly described but their detailed study is not included in this work. We review the propagation of sound waves, Alfvén waves, and magnetosonic waves, as well as the Boris correction for relativistic Alfvén speeds. This review is an extension, including new results, of part of the lectures presented at the minicourse ``Simulations of Early Universe Magnetohydrodynamics'' lectured by A. Roper Pol and J. Schober at EPFL, as part of the six-week program ``Generation, evolution, and observations of cosmological magnetic fields'' at the Bernoulli Center in May 2024.    ",タイトル：初期の宇宙における相対論的マグネトヒドル力学,要約：放射線支配のエポック中の初期宇宙物理学の研究に適用できる拡大する均質および等方性宇宙の磁気水力学（MHD）の保全法をレビューします。拡大する背景に相対論的なバルク速度を備えた完全な液体を導入するための保全法が提示され、亜リラティックなバルク運動の限界に適用される以前の結果を拡張します。さらに、亜リラティック制限は、以前の研究では考慮されていない新しい修正を示すことが示されています。不完全な相対的な液体について簡単に説明しますが、その詳細な研究はこの作業に含まれていません。音波、アルフベン波、マグネトソニック波の伝播と、相対論的アルフベン速度のボリス補正をレビューします。このレビューは、6週間のプログラム「EPFL」のA. Roper PolとJ. Schoberが講義したミニコルス「初期宇宙の磁気水力学のシミュレーション」で提示された講義の一部の新しい結果を含む拡張機能です。2024年5月のベルヌーリセンターでの「宇宙論的磁場の生成、進化、観測」。
"Authors:Florian Castioni, Patrick Quéméré, Sergi Cuesta, Vincent Delaye, Pascale Bayle-Guillemaud, Eva Monroy, Eric Robin, Nicolas Bernier",Title:Impact of electron beam propagation on high-resolution quantitative chemical analysis of 1 nm-thick GaN/AlGaN quantum wells,"Abstract:Recent advancements in high-resolution spectroscopy analyses within the scanning transmission electron microscope (STEM) have paved the way for measuring the concentration of chemical species in crystalline materials at the atomic scale. However, several artifacts complicate the direct interpretation of experimental data. For instance, in the case of energy dispersive x-ray (EDX) spectroscopy, the linear dependency of local x-ray emission on composition is disrupted by channeling effects and cross-talk during electron beam propagation. To address these challenges, it becomes necessary to adopt an approach that combines experimental data with inelastic scattering simulations. This method aims to account for the effects of electron beam propagation on x-ray emission, essentially determining the quantity and the spatial origin of the collected signal. In this publication, we propose to assess the precision and sensitivity limits of this approach in a practical case study involving a focused ion beam (FIB)-prepared III-N multilayers device. The device features nominally pure ~1.5-nm thick GaN quantum wells surrounded by AlGaN barriers containing a low concentration of aluminum (~5 at. %). By employing atomic-scale EDX acquisitions based on the averaging of more than several thousand frames, calibrated $\zeta$-factors combined with a multi-layer x-ray absorption correction model for quantification, and by comparing the x-ray radiation obtained from the quantum well with a reference 10-nm thick structure, we demonstrate that the quantitative impact of beam propagation on chemical composition can be precisely accounted for, resulting in a composition sensitivity at the atomic scale as low as +-0.25 at.%. Finally, practical aspects to achieve this high precision level are discussed, particularly in terms of inelastic multislice simulation, uncertainty determination, and sample quality.    ",タイトル：1 nm-厚のGan/Algan Quantum Wellsの高解像度の定量化学分析に対する電子ビーム伝播の影響,要約：スキャン透過型電子顕微鏡（STEM）内の高解像度分光法分析の最近の進歩により、原子スケールの結晶材料の化学種の濃度を測定する方法が舗装されています。ただし、いくつかのアーティファクトは、実験データの直接的な解釈を複雑にしています。たとえば、エネルギー分散型X線（EDX）分光法の場合、電子ビーム伝播中に効果とクロストークをチャネリングすることにより、組成に対する局所X線放射の線形依存性が破壊されます。これらの課題に対処するには、実験データと非弾性散乱シミュレーションを組み合わせたアプローチを採用する必要があります。この方法は、X線放射に対する電子ビーム伝播の影響を説明することを目的としており、収集された信号の量と空間起源を本質的に決定します。この出版物では、このアプローチの精度と感度の制限を評価することを提案します。フォーカスイオンビーム（FIB）採取III-N多層デバイスを含む実用的なケーススタディ。このデバイスは、低濃度のアルミニウム（〜5 at。％）を含むアルガンバリアに囲まれた、名目上純粋な厚さ〜1.5 nmの厚さのガン量子井戸を備えています。数千以上のフレームの平均化に基づいてアトミックスケールのEDX取得を採用することにより、定量化のために多層X線吸収補正モデルと組み合わせた$ \ Zeta $ -Factorsを調整し、から得られたX線放射を比較することにより参照10 nmの厚さの構造を備えた量子ウェルでは、化学組成に対するビーム伝播の定量的な影響が正確に説明され、原子スケールでの組成感度が +-0.25であることを示しています。最後に、この高精度レベルを達成するための実用的な側面については、特に非弾性マルチスライスシミュレーション、不確実性の決定、およびサンプル品質の観点から説明します。
